Benchmark, twise, seed, approx combinations, approx coverage, combinations, coverage
e7t.cnf,2,1,2761975,0.920560140251706,2745034,0.915444643798064
e7t.cnf,2,2,2746961,0.915556007359215,2740109,0.913802199707862
e7t.cnf,2,3,2747685,0.915797314953072,2743026,0.914774993496922
e7t.cnf,2,4,2728149,0.909286009492321,2734605,0.911966664221064
e7t.cnf,2,5,2727606,0.909105028796928,2740890,0.914062656323993
e7t.cnf,2,6,2725798,0.90850242640785,2739904,0.913733834014767
e7t.cnf,2,7,2746238,0.91531503306314,2744525,0.915274896784478
e7t.cnf,2,8,2745153,0.914953404970137,2740566,0.913954605179785
e7t.cnf,2,9,2744791,0.914832751173208,2738144,0.91314688952771
e7t.cnf,2,10,2729958,0.909888945179181,2736410,0.912568615811484
ea2468.cnf,2,1,3179585,0.923027192795036,3196433,0.927782120321916
ea2468.cnf,2,2,3263490,0.947384647183413,3264949,0.947669263195231
ea2468.cnf,2,3,3204845,0.930360120485285,3210168,0.931768779020103
ea2468.cnf,2,4,3193423,0.927044336634215,3208972,0.931421633493854
ea2468.cnf,2,5,3217145,0.933930785987664,3203317,0.929780238886046
ea2468.cnf,2,6,3270958,0.949552592709572,3257675,0.945557945002976
ea2468.cnf,2,7,3243502,0.941582170593044,3244935,0.941860090484236
ea2468.cnf,2,8,3199793,0.928893534947236,3203510,0.929836258189195
ea2468.cnf,2,9,3208359,0.931380227686534,3213730,0.932802668956976
ea2468.cnf,2,10,3179146,0.922899751969382,3196221,0.92772058616509
eb40.cnf,2,1,2597417,0.911768525903127,2603003,0.914848219017856
eb40.cnf,2,2,2629000,0.92285507278936,2615358,0.919190492056329
eb40.cnf,2,3,2599326,0.912438640141984,2613221,0.91843942467606
eb40.cnf,2,4,2611473,0.916702588627786,2609947,0.917288748680272
eb40.cnf,2,5,2676200,0.939423638569374,2658504,0.934354531920188
eb40.cnf,2,6,2615638,0.918164624146298,2606735,0.916159863127899
eb40.cnf,2,7,2620670,0.919931001752336,2618071,0.920143999685093
eb40.cnf,2,8,2667697,0.93643883952642,2681159,0.942316830235576
eb40.cnf,2,9,2636982,0.92565698575665,2644701,0.929503346590358
eb40.cnf,2,10,2612688,0.917129088785047,2616885,0.919727169590101
eb40a.cnf,2,1,2601436,0.912523291576868,2605557,0.914228280842819
eb40a.cnf,2,2,2617948,0.918315317438937,2617691,0.918485814245368
eb40a.cnf,2,3,2638632,0.925570783943966,2621289,0.919748267284958
eb40a.cnf,2,4,2620381,0.919168757296157,2609908,0.915754943759787
eb40a.cnf,2,5,2622815,0.920022547930136,2623482,0.920517739079237
eb40a.cnf,2,6,2612039,0.916242577563757,2617127,0.918287919994582
eb40a.cnf,2,7,2591007,0.908865040746228,2612688,0.91673037996047
eb40a.cnf,2,8,2665051,0.934837955167924,2656721,0.932180517451361
eb40a.cnf,2,9,2604391,0.913559836902838,2618566,0.918792831035152
eb40a.cnf,2,10,2617600,0.918193247126437,2620201,0.919366513836633
eb42.cnf,2,1,2595360,0.921982993815933,2587226,0.918544927550639
eb42.cnf,2,2,2592610,0.921006076073117,2591360,0.920012624895399
eb42.cnf,2,3,2596048,0.922227400873045,2585825,0.918047529393888
eb42.cnf,2,4,2586767,0.918930392301746,2583831,0.917339597970218
eb42.cnf,2,5,2594157,0.921555636708803,2583586,0.917252615423177
eb42.cnf,2,6,2588142,0.919418851173154,2587063,0.918487057529546
eb42.cnf,2,7,2578003,0.915817044266097,2588753,0.919087059588725
eb42.cnf,2,8,2586080,0.91868634048745,2587907,0.918786703528332
eb42.cnf,2,9,2586252,0.918747442251728,2585004,0.9177560491036
eb42.cnf,2,10,2578175,0.915878146030375,2581812,0.916622790776442
eb55.cnf,2,1,2728858,0.916718400627795,2727284,0.917458215761549
eb55.cnf,2,2,2754706,0.925401643661851,2736096,0.920422572167882
eb55.cnf,2,3,2779099,0.933596101543687,2770186,0.931890446644949
eb55.cnf,2,4,2735411,0.918919781454248,2734395,0.919850355843873
eb55.cnf,2,5,2771635,0.931088684103027,2775159,0.933563363622785
eb55.cnf,2,6,2738505,0.91995916376419,2738220,0.921137085672995
eb55.cnf,2,7,2750702,0.924056560672515,2737348,0.92084374491195
eb55.cnf,2,8,2750702,0.924056560672515,2738613,0.921269290855438
eb55.cnf,2,9,2732316,0.917880063209494,2732485,0.9192078319292
eb55.cnf,2,10,2733773,0.918369520231338,2726337,0.917139645003855
ebsa285.cnf,2,1,2703258,0.920467360747908,2707354,0.924386722120341
ebsa285.cnf,2,2,2708156,0.922135144264296,2708184,0.924670113571685
ebsa285.cnf,2,3,2723200,0.927257670850767,2715277,0.927091915456477
ebsa285.cnf,2,4,2709031,0.922433084357566,2714183,0.926718385037478
ebsa285.cnf,2,5,2721101,0.926542955129882,2715092,0.927028749892021
ebsa285.cnf,2,6,2699409,0.919156764840481,2711653,0.925854553264106
ebsa285.cnf,2,7,2712005,0.923445740171722,2715342,0.927114108762908
ebsa285.cnf,2,8,2718302,0.925589887334379,2715424,0.927142106472558
ebsa285.cnf,2,9,2707106,0.921777616152371,2709856,0.925240993700174
ebsa285.cnf,2,10,2723900,0.927496022925384,2711483,0.925796509231903
ec555.cnf,2,1,2766161,0.925112706014555,2767666,0.925049266154887
